id,text,health
42538,"de mr president , ladies and gentlemen , I have four comments to make on this report .",NO
42539,the ombudsman's priority must be to prevent maladministration .,NO
42540,i am sorry to say that we have made very little progress along these lines .,NO
42541,the second challenge will be to continue promoting transparency within the european institutions .,NO
42542,bulgaria actively participates in this network .,NO
42543,it presents certain challenges .,NO
42544,"as far as I know , each member state has such legislation in place .",NO
42545,i would like a wider public to become aware of the possibility of airing its problems in parliament .,NO
42546,this is particularly the case given the entry into force of the treaty of lisbon .,NO
42547,"ombudsman , in any case , I wish you even greater success in the future .",NO
42548,"el mr president , my thanks to mrs paliadeli for her report .",NO
42549,"as such , the role of the european ombudsman is crucial and decisive .",NO
42550,i deeply appreciate this .,NO
42551,i also thank those that have made constructive critical remarks about the work of the ombudsman .,NO
42552,that is certainly the case .,NO
42553,there are two points here .,NO
42554,"in response to mr vlasák's comments about the ombudsman , I take these comments very much to heart .",NO
42555,we handle more than 11 000 requests for information in addition to complaints each year .,NO
42556,i travel extensively throughout the member states at all times .,NO
42557,"i am sure that most of you do know this , but I just want to make that clarification .",NO
42558,the report submitted by the european ombudsman for 2008 is extremely balanced and comprehensive .,NO
42559,i wish to take this opportunity to congratulate nikiforos diamandouros and his team for the work they have done .,NO
42560,i also believe that we must do our utmost to increase the decision making and administrative transparency of our institutions .,NO
42561,"in a word , for the average citizen , the eu remains a riddle wrapped up in an enigma .",NO
42562,this very area is one that the treaty of lisbon could have tackled .,NO
42563,the current presidency of the council would do well to take note of this .,NO
