id,text,gloss,health
49712,it represents continued legal uncertainty and unnecessary suffering as people wait for treatment .,X-IT REPRESENT CONTINUE DESC-LEGAL UNCERTAINTY AND DESC-UNNECESSARY SUFFER AS PEOPLE WAIT FOR TREATMENT .,NO
49940,drugs that are grown and produced in afghanistan find their way onto the streets of europe .,DRUG THAT BE GROW AND PRODUCE IN AFGHANISTAN FIND X-Y WAY ONTO STREET EUROPE .,NO
50027,i will focus part of my report on the elimination of the opium poppy through the alternative development strategy .,X-I WILL FOCUS PART X-MY REPORT ON ELIMINATION OPIUM POPPY THROUGH ALTERNATIVE DEVELOPMENT STRATEGY .,NO
50037,the council would like to counter the production of opium poppies .,COUNCIL WOULD LIKE TO DESC-COUNTER PRODUCTION OPIUM POPPY .,NO
50119,mr kasoulides is right in saying that we have not given sufficient attention to the drugs issue .,MR KASOULIDE BE DESC-RIGHT IN SAY THAT X-WE HAVE DESC-NOT GIVE DESC-SUFFICIENT ATTENTION TO DRUG ISSUE .,NO
50152,"these problems are not limited to security and relate to food , health and education .","SE PROBLEM BE DESC-NOT LIMIT TO SECURITY AND RELATE TO FOOD , HEALTH AND EDUCATION .",NO
50254,"this schizophrenia must come to an end at some point , and this should be said clearly .","THIS SCHIZOPHRENIA MUST COME TO END AT SOME POINT , AND THIS SHOULD BE SAY DESC-CLEARLY .",NO
50514,there are 50 million people with disabilities living in the european union .,DESC-RE BE 50 MILLION PEOPLE WITH DISABILITY DESC-LIVE IN EUROPEAN UNION .,NO
50524,disabled people constitute one of the most vulnerable groups in society .,DESC-DISABLED PEOPLE CONSTITUTE ONE MOST DESC-VULNERABLE GROUP IN SOCIETY .,NO
50525,has the council made provision for additional measures to help disabled people during an economic recession ?,HAVE COUNCIL MAKE PROVISION FOR DESC-ADDITIONAL MEASURE TO HELP DESC-DISABLED PEOPLE DURING DESC-ECONOMIC RECESSION ?,NO
50537,"in truth , the lives of our disabled vary incredibly from country to country .","IN TRUTH , LIFE X-WE DESC-DISABLED VARY DESC-INCREDIBLY FROM COUNTRY TO COUNTRY .",NO
50538,there are no adjustments for persons with movement disabilities .,DESC-RE BE NO ADJUSTMENT FOR PERSON WITH MOVEMENT DISABILITY .,NO
50539,"also , a significant number of disabled people are simply unemployed .","DESC-ALSO , DESC-SIGNIFICANT NUMBER DESC-DISABLED PEOPLE BE DESC-SIMPLY DESC-UNEMPLOYED .",NO
50540,all this when disabled people actually account for around 10 % of our residents in the european union .,ALL THIS WHEN DESC-DISABLED PEOPLE DESC-ACTUALLY ACCOUNT FOR AROUND 10 % X-WE RESIDENT IN EUROPEAN UNION .,NO
50541,"our directive would be binding for all eu member states , so that disabled people would not face discrimination .","X-WE DIRECTIVE WOULD BE DESC-BINDING FOR ALL EU MEMBER STATE , DESC-SO THAT DESC-DISABLED PEOPLE WOULD DESC-NOT FACE DISCRIMINATION .",NO
50662,"finally , a very important matter for the country I represent is the question of migration of nurses .","DESC-FINALLY , DESC-VERY DESC-IMPORTANT MATTER FOR COUNTRY X-I REPRESENT BE QUESTION MIGRATION NURSE .",NO
50663,the directive introduces harmonisation of training requirements for nurses .,DIRECTIVE INTRODUCE HARMONISATION TRAINING REQUIREMENT FOR NURSE .,NO
50669,the most obvious example is that of the medical professions .,MOST DESC-OBVIOUS EXAMPLE BE THAT DESC-MEDICAL PROFESSION .,NO
50671,health professionalsmobility is also a question of public health and public safety .,HEALTH PROFESSIONALSMOBILITY BE DESC-ALSO QUESTION PUBLIC HEALTH AND PUBLIC SAFETY .,NO
50684,my question to the commission is connected to health care professionals .,X-MY QUESTION TO COMMISSION BE CONNECT TO HEALTH CARE DESC-PROFESSIONAL .,NO
50985,this is good for the circulation .,THIS BE DESC-GOOD FOR CIRCULATION .,NO
51156,this law would also be a major obstacle to the fight against aids .,THIS LAW WOULD DESC-ALSO BE DESC-MAJOR OBSTACLE TO FIGHT AGAINST AID .,NO
51237,we have a case of a journalist who died because he did not receive medical assistance .,X-WE HAVE CASE JOURNALIST WHO DIE BECAUSE X-HE DO DESC-NOT RECEIVE DESC-MEDICAL ASSISTANCE .,YES
51270,we should let the subject rest .,X-WE SHOULD LET SUBJECT REST .,NO
51429,these are the problems that are swaying the balance between life and death for haitians .,SE BE PROBLEM THAT BE SWAY BALANCE BETWEEN LIFE AND DEATH FOR HAITIAN .,NO
51524,"give the coordination over to the americans if it saves lives , it saves lives .","GIVE COORDINATION OVER TO AMERICAN IF X-IT SAVE LIFE , X-IT SAVE LIFE .",NO
51547,"here I refer , in particular , to health and education policies .","DESC-HERE X-I REFER , IN DESC-PARTICULAR , TO HEALTH AND EDUCATION POLICY .",NO
51574,"hospitals , electricity , communications , water supply , seaports and airports have been badly damaged .","HOSPITAL , ELECTRICITY , COMMUNICATION , WATER SUPPLY , SEAPORT AND AIRPORT HAVE BE DESC-BADLY DAMAGE .",NO
51706,"14 people suffered eye injuries , among others .","14 PEOPLE SUFFER EYE INJURY , AMONG DESC-OR .",NO
51707,many of them were blinded .,DESC-MANY X-Y BE DESC-BLIND .,NO
51993,and the local population's interest is to be able to eat locally produced healthy and good quality food .,AND DESC-LOCAL POPULATION X-POSS INTEREST BE TO BE DESC-ABLE TO EAT DESC-LOCALLY PRODUCE DESC-HEALTHY AND DESC-GOOD QUALITY FOOD .,NO
52029,"we are talking about countries at the mercy of poverty , indigence and disease .","X-WE BE TALK ABOUT COUNTRY AT MERCY POVERTY , INDIGENCE AND DISEASE .",NO
52163,you also asked us about preventive measures .,X-YOU DESC-ALSO ASK X-WE ABOUT PREVENTIVE MEASURE .,NO
52175,"finally , I will end with prevention .","DESC-FINALLY , X-I WILL END WITH PREVENTION .",NO
52238,also missing is effective prevention and education focused on children and parents alike .,DESC-ALSO MISS BE DESC-EFFECTIVE PREVENTION AND EDUCATION FOCUS ON CHILD AND PARENT DESC-ALIKE .,NO
52473,"we need doctors , architects and people to relieve the pain of the tragedy .","X-WE NEED DOCTOR , ARCHITECT AND PEOPLE TO RELIEVE PAIN TRAGEDY .",NO
52570,does this not seem a bad symptom ?,DO THIS DESC-NOT SEEM DESC-BAD SYMPTOM ?,YES
52797,maintaining the status quo in this area is of no benefit to patients or the pharmaceutical industry .,MAINTAIN STATUS QUO IN THIS AREA BE NO BENEFIT TO PATIENT OR DESC-PHARMACEUTICAL INDUSTRY .,NO
52949,"as the ppe group , we will give consideration to this when the legislative proposal is presented .","AS PPE GROUP , X-WE WILL GIVE CONSIDERATION TO THIS WHEN DESC-LEGISLATIVE PROPOSAL BE DESC-PRESENT .",NO
53353,"i think we need impartial research to verify the effects of cowithout scientific credibility , another disaster will be waiting for us in mexico .","X-I THINK X-WE NEED DESC-IMPARTIAL RESEARCH TO VERIFY EFFECT COWITHOUT DESC-SCIENTIFIC CREDIBILITY , ANOR DISASTER WILL BE WAIT FOR X-WE IN MEXICO .",NO
53465,subject european level action on combating alzheimer's disease,SUBJECT EUROPEAN LEVEL ACTION ON COMBATE ALZHEIMER X-POSS DISEASE,NO
53466,can the council give further details on the recently announced joint programming initiative on combating these illnesses ?,CAN COUNCIL GIVE DESC-FURR DETAIL ON DESC-RECENTLY ANNOUNCE DESC-JOINT PROGRAMMING INITIATIVE ON COMBATE SE ILLNESS ?,NO
53467,"how does the council envisage coordinated european action alleviating the burden on patients , their families and their carers ?","HOW DO COUNCIL ENVISAGE COORDINATE EUROPEAN ACTION ALLEVIATE BURDEN ON PATIENT , X-Y FAMILY AND X-Y CARER ?",NO
53468,the council attaches the greatest importance to alzheimer's disease and to neurodegenerative diseases in general .,COUNCIL ATTACH DESC-GREATEST IMPORTANCE TO ALZHEIMER X-POSS DISEASE AND TO NEURODEGENERATIVE DISEASE IN DESC-GENERAL .,NO
53472,what the council and the european union have done is put forward these guidelines regarding this disease .,WHAT COUNCIL AND EUROPEAN UNION HAVE DO BE PUT DESC-FORWARD SE GUIDELINE REGARD THIS DISEASE .,NO
53475,what we are talking about is feeding a tube into the abdomen .,WHAT X-WE BE TALK ABOUT BE FEED TUBE INTO ABDOMEN .,YES
53981,it seems that mr ben brik's life is in danger due to his illness and his detention conditions .,X-IT SEEM THAT MR BEN BRIK X-POSS LIFE BE IN DANGER DESC-DUE TO X-HE ILLNESS AND X-HE DETENTION CONDITION .,YES
54042,"unfortunately , these two cases do not exhaust the list of phobias .","DESC-UNFORTUNATELY , SE TWO CASE DO DESC-NOT EXHAUST LIST PHOBIA .",NO
54280,this will enable an ever increasing number of people to learn that looking after their health starts with diet .,THIS WILL ENABLE DESC-EVER INCREASE NUMBER PEOPLE TO LEARN THAT LOOK AFTER X-Y HEALTH START WITH DIET .,NO
54282,it could help make the staple diet in the european union healthier .,X-IT COULD HELP MAKE STAPLE DIET IN EUROPEAN UNION HEALTHIER .,NO
54487,"it robs public services , health , education and research of vital resources .","X-IT ROB PUBLIC SERVICE , HEALTH , EDUCATION AND RESEARCH DESC-VITAL RESOURCE .",NO
54740,sexual and reproductive rights are an important chapter because women must have control over their sexual and reproductive rights .,DESC-SEXUAL AND DESC-REPRODUCTIVE RIGHTS BE DESC-IMPORTANT CHAPTER BECAUSE WOMAN MUST HAVE CONTROL OVER X-Y DESC-SEXUAL AND DESC-REPRODUCTIVE RIGHTS .,NO
54770,"the priority must be to promote improved information for young girls , especially with regard to contraception .","PRIORITY MUST BE TO PROMOTE IMPROVE INFORMATION FOR DESC-YOUNG GIRL , DESC-ESPECIALLY WITH REGARD TO CONTRACEPTION .",NO
54771,the latter exists today to prevent pregnancy at a very early age .,DESC-LATTER EXIST TODAY TO PREVENT PREGNANCY AT DESC-VERY DESC-EARLY AGE .,NO
54843,this very clearly means that contraception and abortion must be made as accessible as possible to women .,THIS DESC-VERY DESC-CLEARLY MEAN THAT CONTRACEPTION AND ABORTION MUST BE MAKE AS DESC-ACCESSIBLE AS DESC-POSSIBLE TO WOMAN .,NO
54927,i am also of the opinion that women have rights over their own bodies and health .,X-I BE DESC-ALSO OPINION THAT WOMAN HAVE RIGHTS OVER X-Y DESC-OWN BODY AND HEALTH .,NO
54959,i believe that we cannot adopt a negative or positive opinion a priori on any remedy .,X-I BELIEVE THAT X-WE CAN DESC-NOT ADOPT DESC-NEGATIVE OR DESC-POSITIVE OPINION PRIORI ON ANY REMEDY .,NO
55441,no one wants to create a european social security system or a centralised health system in europe .,NO ONE WANT TO CREATE EUROPEAN DESC-SOCIAL SECURITY SYSTEM OR DESC-CENTRALISED HEALTH SYSTEM IN EUROPE .,NO
55822,what are the next steps in this very detailed process of surveillance ?,WHAT BE NEXT STEP IN THIS DESC-VERY DESC-DETAILED PROCESS SURVEILLANCE ?,NO
56368,"they are just as marginalised , whether it is through poverty , drugs or crime .","X-Y BE DESC-JUST AS MARGINALISE , WHER X-IT BE THROUGH POVERTY , DRUG OR CRIME .",NO
56833,i believe that to be very important in purely psychological terms .,X-I BELIEVE THAT TO BE DESC-VERY DESC-IMPORTANT IN DESC-PURELY DESC-PSYCHOLOGICAL TERM .,NO
57135,the statistics show us that the overall recovery rate is just 5 % .,STATISTICS SHOW X-WE THAT DESC-OVERALL RECOVERY RATE BE DESC-JUST 5 % .,NO
57145,"haiti and its people need fire fighters , doctors , hospitals and basic necessities .","HAITUS AND X-ITS PEOPLE NEED FIRE FIGHTER , DOCTOR , HOSPITAL AND DESC-BASIC NECESSITY .",NO
57160,you cannot tot up pain .,X-YOU CAN DESC-NOT TOT DESC-UP PAIN .,YES
57304,it also promotes a much wider awareness of sexual health matters for both women and men .,X-IT DESC-ALSO PROMOTE DESC-MUCH DESC-WIDER AWARENESS DESC-SEXUAL HEALTH MATTER FOR BOTH WOMAN AND MAN .,NO
57325,the report also emphasises that women must have access free of charge to consultation on abortion .,REPORT DESC-ALSO EMPHASISE THAT WOMAN MUST HAVE ACCESS DESC-FREE CHARGE TO CONSULTATION ON ABORTION .,NO
57328,"many women died as a result of illegal abortions , performed without medical help .","DESC-MANY WOMAN DIE AS RESULT DESC-ILLEGAL ABORTION , PERFORM WITHOUT DESC-MEDICAL HELP .",NO
57346,the rapporteur also insists on women having access free of charge to consultation on abortion .,RAPPORTEUR DESC-ALSO INSIST ON WOMAN HAVE ACCESS DESC-FREE CHARGE TO CONSULTATION ON ABORTION .,NO
57773,can they cause damage to health ?,CAN X-Y CAUSE DAMAGE TO HEALTH ?,NO
57784,"these specifications covered privacy , data protection , human dignity , health and freedom of choice .","SE SPECIFICATION COVER PRIVACY , DATUM PROTECTION , DESC-HUMAN DIGNITY , HEALTH AND FREEDOM CHOICE .",NO
57789,the latest scanners also do not have any effect on health .,DESC-LATEST SCANNER DESC-ALSO DO DESC-NOT HAVE ANY EFFECT ON HEALTH .,NO
57812,"therefore , it is necessary for us to introduce advanced body scanners which work according to a specific principle .","DESC-REFORE , X-IT BE DESC-NECESSARY FOR X-WE TO INTRODUCE ADVANCE BODY SCANNER WHICH WORK ACCORD TO SPECIFIC PRINCIPLE .",NO
57831,"in comparison , 6 000 people die of aids every day .","IN COMPARISON , 6 000 PEOPLE DIE AID EVERY DAY .",NO
57856,there are legitimate concerns about body scanners .,DESC-RE BE DESC-LEGITIMATE CONCERN ABOUT BODY SCANNER .,NO
57860,"secondly , is it or is it not harmful to health ?","DESC-SECONDLY , BE X-IT OR BE X-IT DESC-NOT DESC-HARMFUL TO HEALTH ?",NO
57896,what effect do the scanners have on the health of passengers who are scanned ?,WHAT EFFECT DO SCANNER HAVE ON HEALTH PASSENGER WHO BE SCAN ?,NO
57899,this applies in particular to body scanners .,THIS APPLY IN DESC-PARTICULAR TO BODY SCANNER .,NO
57909,the second question concerns the risks to health .,DESC-SECOND QUESTION CONCERN RISK TO HEALTH .,NO
57911,this is a long term measure and I would like to know to what extent it will harm my health .,THIS BE DESC-LONG TERM MEASURE AND X-I WOULD LIKE TO KNOW TO WHAT EXTENT X-IT WILL HARM X-MY HEALTH .,YES
57914,"indeed , we should be aware that frequent exposure to low doses of radiation can cause cancers and malformations .","DESC-INDEED , X-WE SHOULD BE DESC-AWARE THAT DESC-FREQUENT EXPOSURE TO DESC-LOW DOSE RADIATION CAN CAUSE CANCER AND MALFORMATION .",NO
57923,"that is why we are focusing our common efforts , as I said , on prevention .","THAT BE WHY X-WE BE FOCUS X-WE DESC-COMMON EFFORT , AS X-I SAY , ON PREVENTION .",NO
57956,it has been established that body scanners are more effective .,X-IT HAVE BE ESTABLISH THAT BODY SCANNER BE MORE DESC-EFFECTIVE .,NO
57983,there is no point talking about it at all if the scans are to be voluntary .,DESC-RE BE NO POINT TALK ABOUT X-IT AT ALL IF SCAN BE TO BE DESC-VOLUNTARY .,NO
57985,"a very important question is , of course , the safety of the scanners for health .","DESC-VERY DESC-IMPORTANT QUESTION BE , COURSE , SAFETY SCANNER FOR HEALTH .",NO
58274,another instance which may be recalled is the temporary tariff on drugs that russia has imposed on eu exporters .,ANOR INSTANCE WHICH MAY BE RECALL BE DESC-TEMPORARY TARIFF ON DRUG THAT RUSSIUM HAVE IMPOSE ON EU EXPORTER .,NO
58500,framework agreement on prevention from sharp injuries in the hospital and healthcare sector debate,FRAMEWORK AGREEMENT ON PREVENTION FROM DESC-SHARP INJURY IN HOSPITAL AND HEALTHCARE SECTOR DEBATE,NO
58501,the risks of infection following an accident are not insignificant .,RISK INFECTION FOLLOW ACCIDENT BE DESC-NOT DESC-INSIGNIFICANT .,NO
58502,juliet accidentally pricked her thumb on the needle after it slipped when she was taking a sample .,JULIET DESC-ACCIDENTALLY PRICK X-SHE THUMB ON NEEDLE AFTER X-IT SLIP WHEN X-SHE BE TAKE SAMPLE .,YES
58503,"healthcare workers from across the european union visited us , visited the parliament , desperate for our help .","HEALTHCARE WORKER FROM ACROSS EUROPEAN UNION VISIT X-WE , VISIT PARLIAMENT , DESC-DESPERATE FOR X-WE HELP .",NO
58506,healthcare workers across europe are depending on us .,HEALTHCARE WORKER ACROSS EUROPE BE DEPEND ON X-WE .,NO
58507,our healthcare workers cannot wait and should not continue to be placed in danger .,X-WE HEALTHCARE WORKER CAN DESC-NOT WAIT AND SHOULD DESC-NOT CONTINUE TO BE PLACE IN DANGER .,NO
58509,"author . mr president , this is an important piece of health and safety legislation .","MR PRESIDENT , THIS BE DESC-IMPORTANT PIECE HEALTH AND SAFETY LEGISLATION .",NO
58518,needle stick injuries are the most common and most dangerous form of medical sharp injuries .,NEEDLE STICK INJURY BE MOST DESC-COMMON AND MOST DESC-DANGEROUS FORM DESC-MEDICAL DESC-SHARP INJURY .,NO
58522,liz has mentioned the trauma that people affected by needle stick injuries face .,LIZ HAVE MENTION TRAUMA THAT PEOPLE AFFECT BY NEEDLE STICK INJURY FACE .,NO
58523,i met a doctor who gave up medical practice because of a needle stick injury .,X-I MEET DOCTOR WHO GIVE DESC-UP DESC-MEDICAL PRACTICE BECAUSE NEEDLE STICK INJURY .,YES
58524,i met a person who has hiv as a result of a needle stick injury .,X-I MEET PERSON WHO HAVE HIV AS RESULT NEEDLE STICK INJURY .,YES
58525,i have also met garbage collectors and prison officers who have suffered needle stick injuries .,X-I HAVE DESC-ALSO MEET GARBAGE COLLECTOR AND PRISON OFFICER WHO HAVE SUFFER NEEDLE STICK INJURY .,NO
58532,this agreement therefore represents an important step towards an increase in safety within the hospital sector .,THIS AGREEMENT DESC-REFORE REPRESENT DESC-IMPORTANT STEP TOWARDS INCREASE IN SAFETY WITHIN HOSPITAL SECTOR .,NO
